% time	cellId	IMSI	RNTI	sinrLinear
2.407	7	61	7	46.8656
2.408	1	7	8	0.505694
2.408	6	60	8	0.38221
2.408	7	64	8	135.493
2.411	7	66	11	27391.8
2.412	5	42	12	0.377296
2.412	6	53	12	0.0495388
2.412	7	67	12	12.176
2.415	1	10	15	0.0039477
2.415	2	20	15	0.381015
2.419	1	2	19	1629.93
2.421	2	17	21	450.692
2.423	1	9	23	0.751805
2.423	3	23	23	0.114909
2.423	5	43	23	0.00672945
2.43	6	52	30	1459.33
2.433	4	40	33	0.514981
2.433	5	45	33	0.430058
2.434	2	11	34	428.744
2.436	2	18	36	484.862
2.437	4	38	37	922.747
2.44	6	55	40	905.497
2.442	4	37	42	1226.22
2.444	2	16	44	433.954
2.445	5	50	45	501.236
2.449	1	5	49	4.18281
2.449	5	47	49	0.364205
2.454	6	56	54	1123.92
2.455	6	54	55	1613.37
2.456	5	46	56	500.21
2.458	1	3	58	3.994
2.458	5	41	58	0.268403
2.459	1	6	59	1.31032
2.459	3	30	59	0.227698
2.462	2	19	62	444.422
2.465	3	27	65	319.381
2.467	5	49	67	440.372
2.473	2	12	73	464.834
2.474	4	39	74	1197.36
2.477	5	48	77	473.291
2.481	6	51	81	947.006
2.485	3	29	85	366.646
2.489	4	34	89	1278.1
2.493	4	31	93	1853.03
2.494	3	24	94	413.058
2.499	2	15	99	513.098
2.502	3	26	102	360.762
2.505	5	44	105	361.899
2.508	2	14	108	470.493
2.51	4	32	110	948.443
2.516	2	13	116	487.216
2.521	4	36	121	1642.15
2.523	3	25	123	310.735
2.526	4	33	126	1112.09
2.545	4	35	145	1820.75
2.56	3	22	160	320.401
2.561	3	21	237	0.00320559
2.561	6	57	1	1.29103
2.561	7	69	1	137.232
2.562	6	58	2	2.13828
2.562	7	70	2	45.905
2.563	1	4	3	1.07165
2.563	6	59	3	0.762166
2.563	7	63	3	50.1255
2.564	3	28	219	0.194347
2.564	7	65	4	76.5454
2.565	7	68	5	27272.9
2.566	1	1	6	0.952817
2.566	7	62	6	16.2387
2.567	1	8	7	0.926507
2.567	7	61	7	46.8656
2.568	1	7	8	0.505694
2.568	6	60	8	0.38221
2.568	7	64	8	135.493
2.571	7	66	11	27391.8
2.572	5	42	12	0.377296
2.572	6	53	12	0.0495388
2.572	7	67	12	12.176
2.575	1	10	15	0.0039477
2.575	2	20	15	0.381015
2.579	1	2	19	1629.93
2.581	2	17	21	450.692
2.583	1	9	23	0.751805
2.583	3	23	23	0.114909
2.583	5	43	23	0.00672945
2.59	6	52	30	1459.33
2.593	4	40	33	0.514981
2.593	5	45	33	0.430058
2.594	2	11	34	428.744
2.596	2	18	36	484.862
2.597	4	38	37	922.747
2.6	6	55	40	905.497
2.602	4	37	42	1226.22
2.604	2	16	44	433.954
2.605	5	50	45	501.236
2.609	1	5	49	4.18281
2.609	5	47	49	0.364205
2.614	6	56	54	1123.92
2.615	6	54	55	1613.37
2.616	5	46	56	500.21
2.618	1	3	58	3.994
2.618	5	41	58	0.268403
2.619	1	6	59	1.31032
2.619	3	30	59	0.227698
2.622	2	19	62	444.422
2.625	3	27	65	319.381
2.627	5	49	67	440.372
2.633	2	12	73	464.834
2.634	4	39	74	1197.36
2.637	5	48	77	473.291
2.641	6	51	81	947.006
2.645	3	29	85	366.646
2.649	4	34	89	1278.1
2.653	4	31	93	1853.03
2.654	3	24	94	413.058
2.659	2	15	99	513.098
2.662	3	26	102	360.762
2.665	5	44	105	361.899
2.668	2	14	108	470.493
2.67	4	32	110	948.443
2.676	2	13	116	487.216
2.681	4	36	121	1642.15
2.683	3	25	123	310.735
2.686	4	33	126	1112.09
2.705	4	35	145	1820.75
2.72	3	22	160	320.401
2.721	3	21	237	0.00320559
2.721	6	57	1	1.29103
2.721	7	69	1	137.232
2.722	6	58	2	2.13828
2.722	7	70	2	45.905
2.723	1	4	3	1.07165
2.723	6	59	3	0.762166
2.723	7	63	3	50.1255
2.724	3	28	219	0.194347
2.724	7	65	4	76.5454
2.725	7	68	5	27272.9
2.726	1	1	6	0.952817
2.726	7	62	6	16.2387
2.727	1	8	7	0.926507
2.727	7	61	7	46.8656
2.728	1	7	8	0.505694
2.728	6	60	8	0.38221
2.728	7	64	8	135.493
2.731	7	66	11	27391.8
2.732	5	42	12	0.377296
2.732	6	53	12	0.0495388
2.732	7	67	12	12.176
2.735	1	10	15	0.0039477
2.735	2	20	15	0.381015
2.739	1	2	19	1629.93
2.741	2	17	21	450.692
2.743	1	9	23	0.751805
2.743	3	23	23	0.114909
2.743	5	43	23	0.00672945
2.75	6	52	30	1459.33
2.753	4	40	33	0.514981
2.753	5	45	33	0.430058
2.754	2	11	34	428.744
2.756	2	18	36	484.862
2.757	4	38	37	922.747
2.76	6	55	40	905.497
2.762	4	37	42	1226.22
2.764	2	16	44	433.954
2.765	5	50	45	501.236
2.769	1	5	49	4.18281
2.769	5	47	49	0.364205
2.774	6	56	54	1123.92
2.775	6	54	55	1613.37
2.776	5	46	56	500.21
2.778	1	3	58	3.994
2.778	5	41	58	0.268403
2.779	1	6	59	1.31032
2.779	3	30	59	0.227698
2.782	2	19	62	444.422
2.785	3	27	65	319.381
2.787	5	49	67	440.372
2.793	2	12	73	464.834
2.794	4	39	74	1197.36
2.797	5	48	77	473.291
2.801	6	51	81	947.006
2.805	3	29	85	366.646
2.809	4	34	89	1278.1
2.813	4	31	93	1853.03
2.814	3	24	94	413.058
2.819	2	15	99	513.098
2.822	3	26	102	360.762
2.825	5	44	105	361.899
2.828	2	14	108	470.493
2.83	4	32	110	948.443
2.836	2	13	116	487.216
2.841	4	36	121	1642.15
2.843	3	25	123	310.735
2.846	4	33	126	1112.09
2.865	4	35	145	1820.75
2.88	3	22	160	320.401
2.881	3	21	237	0.00320559
2.881	6	57	1	1.29103
2.881	7	69	1	137.232
2.882	6	58	2	2.13828
2.882	7	70	2	45.905
2.883	1	4	3	1.07165
2.883	6	59	3	0.762166
2.883	7	63	3	50.1255
2.884	3	28	219	0.194347
2.884	7	65	4	76.5454
2.885	7	68	5	27272.9
2.886	1	1	6	0.952817
2.886	7	62	6	16.2387
2.887	1	8	7	0.926507
2.887	7	61	7	46.8656
2.888	1	7	8	0.505694
2.888	6	60	8	0.38221
2.888	7	64	8	135.493
2.891	7	66	11	27391.8
2.892	5	42	12	0.377296
2.892	6	53	12	0.0495388
2.892	7	67	12	12.176
2.895	1	10	15	0.0039477
2.895	2	20	15	0.381015
2.899	1	2	19	1629.93
2.901	2	17	21	450.692
2.903	1	9	23	0.751805
2.903	3	23	23	0.114909
2.903	5	43	23	0.00672945
2.91	6	52	30	1459.33
2.913	4	40	33	0.514981
2.913	5	45	33	0.430058
2.914	2	11	34	428.744
2.916	2	18	36	484.862
2.917	4	38	37	922.747
2.92	6	55	40	905.497
2.922	4	37	42	1226.22
2.924	2	16	44	433.954
2.925	5	50	45	501.236
2.929	1	5	49	4.18281
2.929	5	47	49	0.364205
2.934	6	56	54	1123.92
2.935	6	54	55	1613.37
2.936	5	46	56	500.21
2.938	1	3	58	3.994
2.938	5	41	58	0.268403
2.939	1	6	59	1.31032
2.939	3	30	59	0.227698
2.942	2	19	62	444.422
2.945	3	27	65	319.381
2.947	5	49	67	440.372
2.953	2	12	73	464.834
2.954	4	39	74	1197.36
2.957	5	48	77	473.291
2.961	6	51	81	947.006
2.965	3	29	85	366.646
2.969	4	34	89	1278.1
2.973	4	31	93	1853.03
2.974	3	24	94	413.058
2.979	2	15	99	513.098
2.982	3	26	102	360.762
2.985	5	44	105	361.899
2.988	2	14	108	470.493
2.99	4	32	110	948.443
2.996	2	13	116	487.216
3.001	4	36	121	1642.15
3.003	3	25	123	310.735
3.006	4	33	126	1112.09
3.025	4	35	145	1820.75
3.04	3	22	160	320.401
3.041	3	21	237	0.00320559
3.041	6	57	1	1.29103
3.041	7	69	1	137.232
3.042	6	58	2	2.13828
3.042	7	70	2	45.905
3.043	1	4	3	1.07165
3.043	6	59	3	0.762166
3.043	7	63	3	50.1255
3.044	3	28	219	0.194347
3.044	7	65	4	76.5454
3.045	7	68	5	27272.9
3.046	1	1	6	0.952817
3.046	7	62	6	16.2387
3.047	1	8	7	0.926507
3.047	7	61	7	46.8656
3.048	1	7	8	0.505694
3.048	6	60	8	0.38221
3.048	7	64	8	135.493
3.051	7	66	11	27391.8
3.052	5	42	12	0.377296
3.052	6	53	12	0.0495388
3.052	7	67	12	12.176
3.055	1	10	15	0.0039477
3.055	2	20	15	0.381015
3.059	1	2	19	1629.93
3.061	2	17	21	450.692
3.063	1	9	23	0.751805
3.063	3	23	23	0.114909
3.063	5	43	23	0.00672945
3.07	6	52	30	1459.33
3.073	4	40	33	0.514981
3.073	5	45	33	0.430058
3.074	2	11	34	428.744
3.076	2	18	36	484.862
3.077	4	38	37	922.747
3.08	6	55	40	905.497
3.082	4	37	42	1226.22
3.084	2	16	44	433.954
3.085	5	50	45	501.236
3.089	1	5	49	4.18281
3.089	5	47	49	0.364205
3.094	6	56	54	1123.92
3.095	6	54	55	1613.37
3.096	5	46	56	500.21
3.098	1	3	58	3.994
3.098	5	41	58	0.268403
3.099	1	6	59	1.31032
3.099	3	30	59	0.227698
3.102	2	19	62	444.422
3.105	3	27	65	319.381
3.107	5	49	67	440.372
3.113	2	12	73	464.834
3.114	4	39	74	1197.36
3.117	5	48	77	473.291
3.121	6	51	81	947.006
3.125	3	29	85	366.646
3.129	4	34	89	1278.1
3.133	4	31	93	1853.03
3.134	3	24	94	413.058
3.139	2	15	99	513.098
3.142	3	26	102	360.762
3.145	5	44	105	361.899
3.148	2	14	108	470.493
3.15	4	32	110	948.443
3.156	2	13	116	487.216
3.161	4	36	121	1642.15
3.163	3	25	123	310.735
3.166	4	33	126	1112.09
3.185	4	35	145	1820.75
3.2	3	22	160	320.401
3.201	3	21	237	0.00320559
3.201	6	57	1	1.29103
3.201	7	69	1	137.232
3.202	6	58	2	2.13828
3.202	7	70	2	45.905
3.203	1	4	3	1.07165
3.203	6	59	3	0.762166
3.203	7	63	3	50.1255
3.204	3	28	219	0.194347
3.204	7	65	4	76.5454
3.205	7	68	5	27272.9
3.206	1	1	6	0.952817
3.206	7	62	6	16.2387
3.207	1	8	7	0.926507
3.207	7	61	7	46.8656
3.208	1	7	8	0.505694
3.208	6	60	8	0.38221
3.208	7	64	8	135.493
3.211	7	66	11	27391.8
3.212	5	42	12	0.377296
3.212	6	53	12	0.0495388
3.212	7	67	12	12.176
3.215	1	10	15	0.0039477
3.215	2	20	15	0.381015
3.219	1	2	19	1629.93
3.221	2	17	21	450.692
3.223	1	9	23	0.751805
3.223	3	23	23	0.114909
3.223	5	43	23	0.00672945
3.23	6	52	30	1459.33
3.233	4	40	33	0.514981
3.233	5	45	33	0.430058
3.234	2	11	34	428.744
3.236	2	18	36	484.862
3.237	4	38	37	922.747
3.24	6	55	40	905.497
3.242	4	37	42	1226.22
3.244	2	16	44	433.954
3.245	5	50	45	501.236
3.249	1	5	49	4.18281
3.249	5	47	49	0.364205
3.254	6	56	54	1123.92
3.255	6	54	55	1613.37
3.256	5	46	56	500.21
3.258	1	3	58	3.994
3.258	5	41	58	0.268403
3.259	1	6	59	1.31032
3.259	3	30	59	0.227698
3.262	2	19	62	444.422
3.265	3	27	65	319.381
3.267	5	49	67	440.372
3.273	2	12	73	464.834
3.274	4	39	74	1197.36
3.277	5	48	77	473.291
3.281	6	51	81	947.006
3.285	3	29	85	366.646
3.289	4	34	89	1278.1
3.293	4	31	93	1853.03
3.294	3	24	94	413.058
3.299	2	15	99	513.098
3.302	3	26	102	360.762
3.305	5	44	105	361.899
3.308	2	14	108	470.493
3.31	4	32	110	948.443
3.316	2	13	116	487.216
3.321	4	36	121	1642.15
3.323	3	25	123	310.735
3.326	4	33	126	1112.09
3.345	4	35	145	1820.75
3.36	3	22	160	320.401
3.361	3	21	237	0.00320559
3.361	6	57	1	1.29103
3.361	7	69	1	137.232
3.362	6	58	2	2.13828
3.362	7	70	2	45.905
3.363	1	4	3	1.07165
3.363	6	59	3	0.762166
3.363	7	63	3	50.1255
3.364	3	28	219	0.194347
3.364	7	65	4	76.5454
3.365	7	68	5	27272.9
3.366	1	1	6	0.952817
3.366	7	62	6	16.2387
3.367	1	8	7	0.926507
3.367	7	61	7	46.8656
3.368	1	7	8	0.505694
3.368	6	60	8	0.38221
3.368	7	64	8	135.493
3.371	7	66	11	27391.8
3.372	5	42	12	0.377296
3.372	6	53	12	0.0495388
3.372	7	67	12	12.176
3.375	1	10	15	0.0039477
3.375	2	20	15	0.381015
3.379	1	2	19	1629.93
3.381	2	17	21	450.692
3.383	1	9	23	0.751805
3.383	3	23	23	0.114909
3.383	5	43	23	0.00672945
3.39	6	52	30	1459.33
3.393	4	40	33	0.514981
3.393	5	45	33	0.430058
3.394	2	11	34	428.744
3.396	2	18	36	484.862
3.397	4	38	37	922.747
3.4	6	55	40	905.497
3.402	4	37	42	1226.22
3.404	2	16	44	433.954
3.405	5	50	45	501.236
3.409	1	5	49	4.18281
3.409	5	47	49	0.364205
3.414	6	56	54	1123.92
3.415	6	54	55	1613.37
3.416	5	46	56	500.21
3.418	1	3	58	3.994
3.418	5	41	58	0.268403
3.419	1	6	59	1.31032
3.419	3	30	59	0.227698
3.422	2	19	62	444.422
3.425	3	27	65	319.381
3.427	5	49	67	440.372
3.433	2	12	73	464.834
3.434	4	39	74	1197.36
3.437	5	48	77	473.291
3.441	6	51	81	947.006
3.445	3	29	85	366.646
3.449	4	34	89	1278.1
3.453	4	31	93	1853.03
3.454	3	24	94	413.058
3.459	2	15	99	513.098
3.462	3	26	102	360.762
3.465	5	44	105	361.899
3.468	2	14	108	470.493
3.47	4	32	110	948.443
3.476	2	13	116	487.216
3.481	4	36	121	1642.15
3.483	3	25	123	310.735
3.486	4	33	126	1112.09
3.505	4	35	145	1820.75
3.52	3	22	160	320.401
3.521	3	21	237	0.00320559
3.521	6	57	1	1.29103
3.521	7	69	1	137.232
3.522	6	58	2	2.13828
3.522	7	70	2	45.905
3.523	1	4	3	1.07165
3.523	6	59	3	0.762166
3.523	7	63	3	50.1255
3.524	3	28	219	0.194347
3.524	7	65	4	76.5454
3.525	7	68	5	27272.9
3.526	1	1	6	0.952817
3.526	7	62	6	16.2387
3.527	1	8	7	0.926507
3.527	7	61	7	46.8656
3.528	1	7	8	0.505694
3.528	6	60	8	0.38221
3.528	7	64	8	135.493
3.531	7	66	11	27391.8
3.532	5	42	12	0.377296
3.532	6	53	12	0.0495388
3.532	7	67	12	12.176
3.535	1	10	15	0.0039477
3.535	2	20	15	0.381015
3.539	1	2	19	1629.93
3.541	2	17	21	450.692
3.543	1	9	23	0.751805
3.543	3	23	23	0.114909
3.543	5	43	23	0.00672945
3.55	6	52	30	1459.33
3.553	4	40	33	0.514981
3.553	5	45	33	0.430058
3.554	2	11	34	428.744
3.556	2	18	36	484.862
3.557	4	38	37	922.747
3.56	6	55	40	905.497
3.562	4	37	42	1226.22
3.564	2	16	44	433.954
3.565	5	50	45	501.236
3.569	1	5	49	4.18281
3.569	5	47	49	0.364205
3.574	6	56	54	1123.92
3.575	6	54	55	1613.37
3.576	5	46	56	500.21
3.578	1	3	58	3.994
3.578	5	41	58	0.268403
3.579	1	6	59	1.31032
3.579	3	30	59	0.227698
3.582	2	19	62	444.422
3.585	3	27	65	319.381
3.587	5	49	67	440.372
3.593	2	12	73	464.834
3.594	4	39	74	1197.36
3.597	5	48	77	473.291
3.601	6	51	81	947.006
3.605	3	29	85	366.646
3.609	4	34	89	1278.1
3.613	4	31	93	1853.03
3.614	3	24	94	413.058
3.619	2	15	99	513.098
3.622	3	26	102	360.762
3.625	5	44	105	361.899
3.628	2	14	108	470.493
3.63	4	32	110	948.443
3.636	2	13	116	487.216
3.641	4	36	121	1642.15
3.643	3	25	123	310.735
3.646	4	33	126	1112.09
3.665	4	35	145	1820.75
3.68	3	22	160	320.401
3.681	3	21	237	0.00320559
3.681	6	57	1	1.29103
3.681	7	69	1	137.232
3.682	6	58	2	2.13828
3.682	7	70	2	45.905
3.683	1	4	3	1.07165
3.683	6	59	3	0.762166
3.683	7	63	3	50.1255
3.684	3	28	219	0.194347
3.684	7	65	4	76.5454
3.685	7	68	5	27272.9
3.686	1	1	6	0.952817
3.686	7	62	6	16.2387
3.687	1	8	7	0.926507
3.687	7	61	7	46.8656
3.688	1	7	8	0.505694
3.688	6	60	8	0.38221
3.688	7	64	8	135.493
3.691	7	66	11	27391.8
3.692	5	42	12	0.377296
3.692	6	53	12	0.0495388
3.692	7	67	12	12.176
3.695	1	10	15	0.0039477
3.695	2	20	15	0.381015
3.699	1	2	19	1629.93
3.701	2	17	21	450.692
3.703	1	9	23	0.751805
3.703	3	23	23	0.114909
3.703	5	43	23	0.00672945
3.71	6	52	30	1459.33
3.713	4	40	33	0.514981
3.713	5	45	33	0.430058
3.714	2	11	34	428.744
3.716	2	18	36	484.862
3.717	4	38	37	922.747
3.72	6	55	40	905.497
3.722	4	37	42	1226.22
3.724	2	16	44	433.954
3.725	5	50	45	501.236
3.729	1	5	49	4.18281
3.729	5	47	49	0.364205
3.734	6	56	54	1123.92
3.735	6	54	55	1613.37
3.736	5	46	56	500.21
3.738	1	3	58	3.994
3.738	5	41	58	0.268403
3.739	1	6	59	1.31032
3.739	3	30	59	0.227698
3.742	2	19	62	444.422
3.745	3	27	65	319.381
3.747	5	49	67	440.372
3.753	2	12	73	464.834
3.754	4	39	74	1197.36
3.757	5	48	77	473.291
3.761	6	51	81	947.006
3.765	3	29	85	366.646
3.769	4	34	89	1278.1
3.773	4	31	93	1853.03
3.774	3	24	94	413.058
3.779	2	15	99	513.098
3.782	3	26	102	360.762
3.785	5	44	105	361.899
3.788	2	14	108	470.493
3.79	4	32	110	948.443
3.796	2	13	116	487.216
3.801	4	36	121	1642.15
3.803	3	25	123	310.735
3.806	4	33	126	1112.09
3.825	4	35	145	1820.75
3.84	3	22	160	320.401
3.841	3	21	237	0.00320559
3.841	6	57	1	1.29103
3.841	7	69	1	137.232
3.842	6	58	2	2.13828
3.842	7	70	2	45.905
3.843	1	4	3	1.07165
3.843	6	59	3	0.762166
3.843	7	63	3	50.1255
3.844	3	28	219	0.194347
3.844	7	65	4	76.5454
3.845	7	68	5	27272.9
3.846	1	1	6	0.952817
3.846	7	62	6	16.2387
3.847	1	8	7	0.926507
3.847	7	61	7	46.8656
3.848	1	7	8	0.505694
3.848	6	60	8	0.38221
3.848	7	64	8	135.493
3.851	7	66	11	27391.8
3.852	5	42	12	0.377296
3.852	6	53	12	0.0495388
3.852	7	67	12	12.176
3.855	1	10	15	0.0039477
3.855	2	20	15	0.381015
3.859	1	2	19	1629.93
3.861	2	17	21	450.692
3.863	1	9	23	0.751805
3.863	3	23	23	0.114909
3.863	5	43	23	0.00672945
3.87	6	52	30	1459.33
3.873	4	40	33	0.514981
3.873	5	45	33	0.430058
3.874	2	11	34	428.744
3.876	2	18	36	484.862
3.877	4	38	37	922.747
3.88	6	55	40	905.497
3.882	4	37	42	1226.22
3.884	2	16	44	433.954
3.885	5	50	45	501.236
3.889	1	5	49	4.18281
3.889	5	47	49	0.364205
3.894	6	56	54	1123.92
3.895	6	54	55	1613.37
3.896	5	46	56	500.21
3.898	1	3	58	3.994
3.898	5	41	58	0.268403
3.899	1	6	59	1.31032
3.899	3	30	59	0.227698
3.902	2	19	62	444.422
3.905	3	27	65	319.381
3.907	5	49	67	440.372
3.913	2	12	73	464.834
3.914	4	39	74	1197.36
3.917	5	48	77	473.291
3.921	6	51	81	947.006
3.925	3	29	85	366.646
3.929	4	34	89	1278.1
3.933	4	31	93	1853.03
3.934	3	24	94	413.058
3.939	2	15	99	513.098
3.942	3	26	102	360.762
3.945	5	44	105	361.899
3.948	2	14	108	470.493
3.95	4	32	110	948.443
3.956	2	13	116	487.216
3.961	4	36	121	1642.15
3.963	3	25	123	310.735
3.966	4	33	126	1112.09
3.985	4	35	145	1820.75
4	3	22	160	320.401
4.001	3	21	237	0.00320559
4.001	6	57	1	1.29103
4.001	7	69	1	137.232
4.002	6	58	2	2.13828
4.002	7	70	2	45.905
4.003	1	4	3	1.07165
4.003	6	59	3	0.762166
4.003	7	63	3	50.1255
4.004	3	28	219	0.194347
4.004	7	65	4	76.5454
4.005	7	68	5	27272.9
4.006	1	1	6	0.952817
4.006	7	62	6	16.2387
4.007	1	8	7	0.926507
4.007	7	61	7	46.8656
4.008	1	7	8	0.505694
4.008	6	60	8	0.38221
4.008	7	64	8	135.493
4.011	7	66	11	27391.8
4.012	5	42	12	0.377296
4.012	6	53	12	0.0495388
4.012	7	67	12	12.176
4.015	1	10	15	0.0039477
4.015	2	20	15	0.381015
4.019	1	2	19	1629.93
4.021	2	17	21	450.692
4.023	1	9	23	0.751805
4.023	3	23	23	0.114909
4.023	5	43	23	0.00672945
4.03	6	52	30	1459.33
4.033	4	40	33	0.514981
4.033	5	45	33	0.430058
4.034	2	11	34	428.744
4.036	2	18	36	484.862
4.037	4	38	37	922.747
4.04	6	55	40	905.497
4.042	4	37	42	1226.22
4.044	2	16	44	433.954
4.045	5	50	45	501.236
4.049	1	5	49	4.18281
4.049	5	47	49	0.364205
4.054	6	56	54	1123.92
4.055	6	54	55	1613.37
4.056	5	46	56	500.21
4.058	1	3	58	3.994
4.058	5	41	58	0.268403
4.059	1	6	59	1.31032
4.059	3	30	59	0.227698
4.062	2	19	62	444.422
4.065	3	27	65	319.381
4.067	5	49	67	440.372
4.073	2	12	73	464.834
4.074	4	39	74	1197.36
4.077	5	48	77	473.291
4.081	6	51	81	947.006
4.085	3	29	85	366.646
4.089	4	34	89	1278.1
4.093	4	31	93	1853.03
4.094	3	24	94	413.058
4.099	2	15	99	513.098
4.102	3	26	102	360.762
4.105	5	44	105	361.899
4.108	2	14	108	470.493
4.11	4	32	110	948.443
4.116	2	13	116	487.216
4.121	4	36	121	1642.15
4.123	3	25	123	310.735
4.126	4	33	126	1112.09
4.145	4	35	145	1820.75
4.16	3	22	160	320.401
4.161	3	21	237	0.00320559
4.161	6	57	1	1.29103
4.161	7	69	1	137.232
4.162	6	58	2	2.13828
4.162	7	70	2	45.905
4.163	1	4	3	1.07165
4.163	6	59	3	0.762166
4.163	7	63	3	50.1255
4.164	3	28	219	0.194347
4.164	7	65	4	76.5454
4.165	7	68	5	27272.9
4.166	1	1	6	0.952817
4.166	7	62	6	16.2387
4.167	1	8	7	0.926507
4.167	7	61	7	46.8656
4.168	1	7	8	0.505694
4.168	6	60	8	0.38221
4.168	7	64	8	135.493
4.171	7	66	11	27391.8
4.172	5	42	12	0.377296
4.172	6	53	12	0.0495388
4.172	7	67	12	12.176
4.175	1	10	15	0.0039477
4.175	2	20	15	0.381015
4.179	1	2	19	1629.93
4.181	2	17	21	450.692
4.183	1	9	23	0.751805
4.183	3	23	23	0.114909
4.183	5	43	23	0.00672945
4.19	6	52	30	1459.33
4.193	4	40	33	0.514981
4.193	5	45	33	0.430058
4.194	2	11	34	428.744
4.196	2	18	36	484.862
4.197	4	38	37	922.747
4.2	6	55	40	905.497
4.202	4	37	42	1226.22
4.204	2	16	44	433.954
4.205	5	50	45	501.236
4.209	1	5	49	4.18281
4.209	5	47	49	0.364205
4.214	6	56	54	1123.92
4.215	6	54	55	1613.37
4.216	5	46	56	500.21
4.218	1	3	58	3.994
4.218	5	41	58	0.268403
4.219	1	6	59	1.31032
4.219	3	30	59	0.227698
4.222	2	19	62	444.422
4.225	3	27	65	319.381
4.227	5	49	67	440.372
4.233	2	12	73	464.834
4.234	4	39	74	1197.36
4.237	5	48	77	473.291
4.241	6	51	81	947.006
4.245	3	29	85	366.646
4.249	4	34	89	1278.1
4.253	4	31	93	1853.03
4.254	3	24	94	413.058
4.259	2	15	99	513.098
4.262	3	26	102	360.762
4.265	5	44	105	361.899
4.268	2	14	108	470.493
4.27	4	32	110	948.443
4.276	2	13	116	487.216
4.281	4	36	121	1642.15
4.283	3	25	123	310.735
4.286	4	33	126	1112.09
4.305	4	35	145	1820.75
4.32	3	22	160	320.401
4.321	3	21	237	0.00320559
4.321	6	57	1	1.29103
4.321	7	69	1	137.232
4.322	6	58	2	2.13828
4.322	7	70	2	45.905
4.323	1	4	3	1.07165
4.323	6	59	3	0.762166
4.323	7	63	3	50.1255
4.324	3	28	219	0.194347
4.324	7	65	4	76.5454
4.325	7	68	5	27272.9
4.326	1	1	6	0.952817
4.326	7	62	6	16.2387
4.327	1	8	7	0.926507
4.327	7	61	7	46.8656
4.328	1	7	8	0.505694
4.328	6	60	8	0.38221
4.328	7	64	8	135.493
4.331	7	66	11	27391.8
4.332	5	42	12	0.377296
4.332	6	53	12	0.0495388
4.332	7	67	12	12.176
4.335	1	10	15	0.0039477
4.335	2	20	15	0.381015
4.339	1	2	19	1629.93
4.341	2	17	21	450.692
4.343	1	9	23	0.751805
4.343	3	23	23	0.114909
4.343	5	43	23	0.00672945
4.35	6	52	30	1459.33
4.353	4	40	33	0.514981
4.353	5	45	33	0.430058
4.354	2	11	34	428.744
4.356	2	18	36	484.862
4.357	4	38	37	922.747
4.36	6	55	40	905.497
4.362	4	37	42	1226.22
4.364	2	16	44	433.954
4.365	5	50	45	501.236
4.369	1	5	49	4.18281
4.369	5	47	49	0.364205
4.374	6	56	54	1123.92
4.375	6	54	55	1613.37
4.376	5	46	56	500.21
4.378	1	3	58	3.994
4.378	5	41	58	0.268403
4.379	1	6	59	1.31032
4.379	3	30	59	0.227698
4.382	2	19	62	444.422
4.385	3	27	65	319.381
4.387	5	49	67	440.372
4.393	2	12	73	464.834
4.394	4	39	74	1197.36
4.397	5	48	77	473.291
4.401	6	51	81	947.006
4.405	3	29	85	366.646
4.409	4	34	89	1278.1
4.413	4	31	93	1853.03
4.414	3	24	94	413.058
4.419	2	15	99	513.098
4.422	3	26	102	360.762
4.425	5	44	105	361.899
4.428	2	14	108	470.493
4.43	4	32	110	948.443
4.436	2	13	116	487.216
4.441	4	36	121	1642.15
4.443	3	25	123	310.735
4.446	4	33	126	1112.09
4.465	4	35	145	1820.75
4.48	3	22	160	320.401
4.481	3	21	237	0.00320559
4.481	6	57	1	1.29103
4.481	7	69	1	137.232
4.482	6	58	2	2.13828
4.482	7	70	2	45.905
4.483	1	4	3	1.07165
4.483	6	59	3	0.762166
4.483	7	63	3	50.1255
4.484	3	28	219	0.194347
4.484	7	65	4	76.5454
4.485	7	68	5	27272.9
4.486	1	1	6	0.952817
4.486	7	62	6	16.2387
4.487	1	8	7	0.926507
4.487	7	61	7	46.8656
4.488	1	7	8	0.505694
4.488	6	60	8	0.38221
4.488	7	64	8	135.493
4.491	7	66	11	27391.8
4.492	5	42	12	0.377296
4.492	6	53	12	0.0495388
4.492	7	67	12	12.176
4.495	1	10	15	0.0039477
4.495	2	20	15	0.381015
4.499	1	2	19	1629.93
4.501	2	17	21	450.692
4.503	1	9	23	0.751805
4.503	3	23	23	0.114909
4.503	5	43	23	0.00672945
4.51	6	52	30	1459.33
4.513	4	40	33	0.514981
4.513	5	45	33	0.430058
4.514	2	11	34	428.744
4.516	2	18	36	484.862
4.517	4	38	37	922.747
4.52	6	55	40	905.497
4.522	4	37	42	1226.22
4.524	2	16	44	433.954
4.525	5	50	45	501.236
4.529	1	5	49	4.18281
4.529	5	47	49	0.364205
4.534	6	56	54	1123.92
4.535	6	54	55	1613.37
4.536	5	46	56	500.21
4.538	1	3	58	3.994
4.538	5	41	58	0.268403
4.539	1	6	59	1.31032
4.539	3	30	59	0.227698
4.542	2	19	62	444.422
4.545	3	27	65	319.381
4.547	5	49	67	440.372
4.553	2	12	73	464.834
4.554	4	39	74	1197.36
4.557	5	48	77	473.291
4.561	6	51	81	947.006
4.565	3	29	85	366.646
4.569	4	34	89	1278.1
4.573	4	31	93	1853.03
